age,year,weight,fish_sel,prob_mature,nat_m,species,stock
1,1990,0.007,0.000343256,0,0.9,Gadus chalcogrammus,Bering Sea pollock
2,1990,0.17,0.018107619,0.008,0.45,Gadus chalcogrammus,Bering Sea pollock
3,1990,0.303,0.115869562,0.29,0.3,Gadus chalcogrammus,Bering Sea pollock
4,1990,0.447,0.409382352,0.64,0.3,Gadus chalcogrammus,Bering Sea pollock
5,1990,0.589,0.817173668,0.84,0.3,Gadus chalcogrammus,Bering Sea pollock
6,1990,0.722,0.824618899,0.9,0.3,Gadus chalcogrammus,Bering Sea pollock
7,1990,0.84,0.990780151,0.95,0.3,Gadus chalcogrammus,Bering Sea pollock
8,1990,0.942,1,0.96,0.3,Gadus chalcogrammus,Bering Sea pollock
9,1990,1.029,0.942518732,0.97,0.3,Gadus chalcogrammus,Bering Sea pollock
10,1990,1.102,0.846689422,1,0.3,Gadus chalcogrammus,Bering Sea pollock
11,1990,1.163,0.846689422,1,0.3,Gadus chalcogrammus,Bering Sea pollock
12,1990,1.212,0.846689422,1,0.3,Gadus chalcogrammus,Bering Sea pollock
13,1990,1.253,0.846689422,1,0.3,Gadus chalcogrammus,Bering Sea pollock
14,1990,1.286,0.846689422,1,0.3,Gadus chalcogrammus,Bering Sea pollock
15,1990,1.312,0.846689422,1,0.3,Gadus chalcogrammus,Bering Sea pollock
1,1991,0.007,0.00025081,0,0.9,Gadus chalcogrammus,Bering Sea pollock
2,1991,0.15,0.014827378,0.008,0.45,Gadus chalcogrammus,Bering Sea pollock
3,1991,0.277,0.061675482,0.29,0.3,Gadus chalcogrammus,Bering Sea pollock
4,1991,0.476,0.228305095,0.64,0.3,Gadus chalcogrammus,Bering Sea pollock
5,1991,0.604,0.503056595,0.84,0.3,Gadus chalcogrammus,Bering Sea pollock
6,1991,0.728,0.640033469,0.9,0.3,Gadus chalcogrammus,Bering Sea pollock
7,1991,0.839,0.945501468,0.95,0.3,Gadus chalcogrammus,Bering Sea pollock
8,1991,0.873,0.768517336,0.96,0.3,Gadus chalcogrammus,Bering Sea pollock
9,1991,1.014,1,0.97,0.3,Gadus chalcogrammus,Bering Sea pollock
10,1991,1.127,0.9864913,1,0.3,Gadus chalcogrammus,Bering Sea pollock
11,1991,1.129,0.9864913,1,0.3,Gadus chalcogrammus,Bering Sea pollock
12,1991,1.251,0.9864913,1,0.3,Gadus chalcogrammus,Bering Sea pollock
13,1991,1.24,0.9864913,1,0.3,Gadus chalcogrammus,Bering Sea pollock
14,1991,1.308,0.9864913,1,0.3,Gadus chalcogrammus,Bering Sea pollock
15,1991,1.249,0.9864913,1,0.3,Gadus chalcogrammus,Bering Sea pollock
1,1992,0.007,0.000197334,0,0.9,Gadus chalcogrammus,Bering Sea pollock
2,1992,0.179,0.013968856,0.008,0.45,Gadus chalcogrammus,Bering Sea pollock
3,1992,0.394,0.105268898,0.29,0.3,Gadus chalcogrammus,Bering Sea pollock
4,1992,0.462,0.15246833,0.64,0.3,Gadus chalcogrammus,Bering Sea pollock
5,1992,0.647,0.292128356,0.84,0.3,Gadus chalcogrammus,Bering Sea pollock
6,1992,0.701,0.552680734,0.9,0.3,Gadus chalcogrammus,Bering Sea pollock
7,1992,0.812,0.793492182,0.95,0.3,Gadus chalcogrammus,Bering Sea pollock
8,1992,0.982,0.858849339,0.96,0.3,Gadus chalcogrammus,Bering Sea pollock
9,1992,1.031,1,0.97,0.3,Gadus chalcogrammus,Bering Sea pollock
10,1992,1.21,0.956929456,1,0.3,Gadus chalcogrammus,Bering Sea pollock
11,1992,1.226,0.956929456,1,0.3,Gadus chalcogrammus,Bering Sea pollock
12,1992,1.272,0.956929456,1,0.3,Gadus chalcogrammus,Bering Sea pollock
13,1992,1.199,0.956929456,1,0.3,Gadus chalcogrammus,Bering Sea pollock
14,1992,1.34,0.956929456,1,0.3,Gadus chalcogrammus,Bering Sea pollock
15,1992,1.43,0.956929456,1,0.3,Gadus chalcogrammus,Bering Sea pollock
1,1993,0.007,0.000180623,0,0.9,Gadus chalcogrammus,Bering Sea pollock
2,1993,0.331,0.007682731,0.008,0.45,Gadus chalcogrammus,Bering Sea pollock
3,1993,0.497,0.112918568,0.29,0.3,Gadus chalcogrammus,Bering Sea pollock
4,1993,0.61,0.432205828,0.64,0.3,Gadus chalcogrammus,Bering Sea pollock
5,1993,0.65,0.327843464,0.84,0.3,Gadus chalcogrammus,Bering Sea pollock
6,1993,0.754,0.620369692,0.9,0.3,Gadus chalcogrammus,Bering Sea pollock
7,1993,0.904,0.984186511,0.95,0.3,Gadus chalcogrammus,Bering Sea pollock
8,1993,1.04,0.972422981,0.96,0.3,Gadus chalcogrammus,Bering Sea pollock
9,1993,1.211,1,0.97,0.3,Gadus chalcogrammus,Bering Sea pollock
10,1993,1.232,0.922311407,1,0.3,Gadus chalcogrammus,Bering Sea pollock
11,1993,1.391,0.922311407,1,0.3,Gadus chalcogrammus,Bering Sea pollock
12,1993,1.538,0.922311407,1,0.3,Gadus chalcogrammus,Bering Sea pollock
13,1993,1.61,0.922311407,1,0.3,Gadus chalcogrammus,Bering Sea pollock
14,1993,1.646,0.922311407,1,0.3,Gadus chalcogrammus,Bering Sea pollock
15,1993,1.584,0.922311407,1,0.3,Gadus chalcogrammus,Bering Sea pollock
1,1994,0.007,0.000175174,0,0.9,Gadus chalcogrammus,Bering Sea pollock
2,1994,0.233,0.008039625,0.008,0.45,Gadus chalcogrammus,Bering Sea pollock
3,1994,0.405,0.053214696,0.29,0.3,Gadus chalcogrammus,Bering Sea pollock
4,1994,0.651,0.321574559,0.64,0.3,Gadus chalcogrammus,Bering Sea pollock
5,1994,0.729,0.888907433,0.84,0.3,Gadus chalcogrammus,Bering Sea pollock
6,1994,0.747,0.816730297,0.9,0.3,Gadus chalcogrammus,Bering Sea pollock
7,1994,0.707,1,0.95,0.3,Gadus chalcogrammus,Bering Sea pollock
8,1994,1.057,0.966286275,0.96,0.3,Gadus chalcogrammus,Bering Sea pollock
9,1994,1.395,0.936800673,0.97,0.3,Gadus chalcogrammus,Bering Sea pollock
10,1994,1.347,0.906584886,1,0.3,Gadus chalcogrammus,Bering Sea pollock
11,1994,1.347,0.906584886,1,0.3,Gadus chalcogrammus,Bering Sea pollock
12,1994,1.391,0.906584886,1,0.3,Gadus chalcogrammus,Bering Sea pollock
13,1994,1.394,0.906584886,1,0.3,Gadus chalcogrammus,Bering Sea pollock
14,1994,1.301,0.906584886,1,0.3,Gadus chalcogrammus,Bering Sea pollock
15,1994,1.341,0.906584886,1,0.3,Gadus chalcogrammus,Bering Sea pollock
1,1995,0.007,0.000126632,0,0.9,Gadus chalcogrammus,Bering Sea pollock
2,1995,0.153,0.006194403,0.008,0.45,Gadus chalcogrammus,Bering Sea pollock
3,1995,0.377,0.02764879,0.29,0.3,Gadus chalcogrammus,Bering Sea pollock
4,1995,0.498,0.129275156,0.64,0.3,Gadus chalcogrammus,Bering Sea pollock
5,1995,0.735,0.501181032,0.84,0.3,Gadus chalcogrammus,Bering Sea pollock
6,1995,0.84,1,0.9,0.3,Gadus chalcogrammus,Bering Sea pollock
7,1995,0.856,0.839215182,0.95,0.3,Gadus chalcogrammus,Bering Sea pollock
8,1995,0.986,0.819885645,0.96,0.3,Gadus chalcogrammus,Bering Sea pollock
9,1995,1.22,0.760576697,0.97,0.3,Gadus chalcogrammus,Bering Sea pollock
10,1995,1.315,0.717978986,1,0.3,Gadus chalcogrammus,Bering Sea pollock
11,1995,1.388,0.717978986,1,0.3,Gadus chalcogrammus,Bering Sea pollock
12,1995,1.477,0.717978986,1,0.3,Gadus chalcogrammus,Bering Sea pollock
13,1995,1.39,0.717978986,1,0.3,Gadus chalcogrammus,Bering Sea pollock
14,1995,1.537,0.717978986,1,0.3,Gadus chalcogrammus,Bering Sea pollock
15,1995,1.341,0.717978986,1,0.3,Gadus chalcogrammus,Bering Sea pollock
1,1996,0.007,0.000107782,0,0.9,Gadus chalcogrammus,Bering Sea pollock
2,1996,0.293,0.009934124,0.008,0.45,Gadus chalcogrammus,Bering Sea pollock
3,1996,0.368,0.033102928,0.29,0.3,Gadus chalcogrammus,Bering Sea pollock
4,1996,0.427,0.044277037,0.64,0.3,Gadus chalcogrammus,Bering Sea pollock
5,1996,0.679,0.184679175,0.84,0.3,Gadus chalcogrammus,Bering Sea pollock
6,1996,0.794,0.581129098,0.9,0.3,Gadus chalcogrammus,Bering Sea pollock
7,1996,0.949,0.94759083,0.95,0.3,Gadus chalcogrammus,Bering Sea pollock
8,1996,0.953,1,0.96,0.3,Gadus chalcogrammus,Bering Sea pollock
9,1996,1.02,0.842264127,0.97,0.3,Gadus chalcogrammus,Bering Sea pollock
10,1996,1.096,0.716687584,1,0.3,Gadus chalcogrammus,Bering Sea pollock
11,1996,1.362,0.716687584,1,0.3,Gadus chalcogrammus,Bering Sea pollock
12,1996,1.5,0.716687584,1,0.3,Gadus chalcogrammus,Bering Sea pollock
13,1996,1.52,0.716687584,1,0.3,Gadus chalcogrammus,Bering Sea pollock
14,1996,1.71,0.716687584,1,0.3,Gadus chalcogrammus,Bering Sea pollock
15,1996,1.598,0.716687584,1,0.3,Gadus chalcogrammus,Bering Sea pollock
1,1997,0.007,0.000110634,0,0.9,Gadus chalcogrammus,Bering Sea pollock
2,1997,0.187,0.019125045,0.008,0.45,Gadus chalcogrammus,Bering Sea pollock
3,1997,0.443,0.042353871,0.29,0.3,Gadus chalcogrammus,Bering Sea pollock
4,1997,0.471,0.097479417,0.64,0.3,Gadus chalcogrammus,Bering Sea pollock
5,1997,0.559,0.21284798,0.84,0.3,Gadus chalcogrammus,Bering Sea pollock
6,1997,0.747,0.428892035,0.9,0.3,Gadus chalcogrammus,Bering Sea pollock
7,1997,0.893,0.708776838,0.95,0.3,Gadus chalcogrammus,Bering Sea pollock
8,1997,1.072,0.795373908,0.96,0.3,Gadus chalcogrammus,Bering Sea pollock
9,1997,1.091,1,0.97,0.3,Gadus chalcogrammus,Bering Sea pollock
10,1997,1.243,0.870661618,1,0.3,Gadus chalcogrammus,Bering Sea pollock
11,1997,1.346,0.870661618,1,0.3,Gadus chalcogrammus,Bering Sea pollock
12,1997,1.443,0.870661618,1,0.3,Gadus chalcogrammus,Bering Sea pollock
13,1997,1.668,0.870661618,1,0.3,Gadus chalcogrammus,Bering Sea pollock
14,1997,1.423,0.870661618,1,0.3,Gadus chalcogrammus,Bering Sea pollock
15,1997,1.383,0.870661618,1,0.3,Gadus chalcogrammus,Bering Sea pollock
1,1998,0.007,0.000113951,0,0.9,Gadus chalcogrammus,Bering Sea pollock
2,1998,0.191,0.013495611,0.008,0.45,Gadus chalcogrammus,Bering Sea pollock
3,1998,0.368,0.063444779,0.29,0.3,Gadus chalcogrammus,Bering Sea pollock
4,1998,0.589,0.145003021,0.64,0.3,Gadus chalcogrammus,Bering Sea pollock
5,1998,0.627,0.288698474,0.84,0.3,Gadus chalcogrammus,Bering Sea pollock
6,1998,0.621,0.643169062,0.9,0.3,Gadus chalcogrammus,Bering Sea pollock
7,1998,0.775,0.6627857,0.95,0.3,Gadus chalcogrammus,Bering Sea pollock
8,1998,1.029,0.872725461,0.96,0.3,Gadus chalcogrammus,Bering Sea pollock
9,1998,1.169,1,0.97,0.3,Gadus chalcogrammus,Bering Sea pollock
10,1998,1.253,0.942464508,1,0.3,Gadus chalcogrammus,Bering Sea pollock
11,1998,1.327,0.942464508,1,0.3,Gadus chalcogrammus,Bering Sea pollock
12,1998,1.452,0.942464508,1,0.3,Gadus chalcogrammus,Bering Sea pollock
13,1998,1.414,0.942464508,1,0.3,Gadus chalcogrammus,Bering Sea pollock
14,1998,1.523,0.942464508,1,0.3,Gadus chalcogrammus,Bering Sea pollock
15,1998,1.537,0.942464508,1,0.3,Gadus chalcogrammus,Bering Sea pollock
1,1999,0.007,0.000117872,0,0.9,Gadus chalcogrammus,Bering Sea pollock
2,1999,0.188,0.010493426,0.008,0.45,Gadus chalcogrammus,Bering Sea pollock
3,1999,0.405,0.175637491,0.29,0.3,Gadus chalcogrammus,Bering Sea pollock
4,1999,0.507,0.273358559,0.64,0.3,Gadus chalcogrammus,Bering Sea pollock
5,1999,0.643,0.400467847,0.84,0.3,Gadus chalcogrammus,Bering Sea pollock
6,1999,0.701,0.625587791,0.9,0.3,Gadus chalcogrammus,Bering Sea pollock
7,1999,0.728,1,0.95,0.3,Gadus chalcogrammus,Bering Sea pollock
8,1999,0.891,0.961147484,0.96,0.3,Gadus chalcogrammus,Bering Sea pollock
9,1999,1.037,0.941857075,0.97,0.3,Gadus chalcogrammus,Bering Sea pollock
10,1999,1.25,0.925237237,1,0.3,Gadus chalcogrammus,Bering Sea pollock
11,1999,1.248,0.925237237,1,0.3,Gadus chalcogrammus,Bering Sea pollock
12,1999,1.431,0.925237237,1,0.3,Gadus chalcogrammus,Bering Sea pollock
13,1999,1.485,0.925237237,1,0.3,Gadus chalcogrammus,Bering Sea pollock
14,1999,1.585,0.925237237,1,0.3,Gadus chalcogrammus,Bering Sea pollock
15,1999,1.236,0.925237237,1,0.3,Gadus chalcogrammus,Bering Sea pollock
1,2000,0.007,9.28E-05,0,0.9,Gadus chalcogrammus,Bering Sea pollock
2,2000,0.218,0.007466428,0.008,0.45,Gadus chalcogrammus,Bering Sea pollock
3,2000,0.353,0.083682539,0.29,0.3,Gadus chalcogrammus,Bering Sea pollock
4,2000,0.526,0.30746389,0.64,0.3,Gadus chalcogrammus,Bering Sea pollock
5,2000,0.629,0.499437698,0.84,0.3,Gadus chalcogrammus,Bering Sea pollock
6,2000,0.731,0.516772603,0.9,0.3,Gadus chalcogrammus,Bering Sea pollock
7,2000,0.782,0.826735549,0.95,0.3,Gadus chalcogrammus,Bering Sea pollock
8,2000,0.806,1,0.96,0.3,Gadus chalcogrammus,Bering Sea pollock
9,2000,0.966,0.816888222,0.97,0.3,Gadus chalcogrammus,Bering Sea pollock
10,2000,1.007,0.733563819,1,0.3,Gadus chalcogrammus,Bering Sea pollock
11,2000,1.242,0.733563819,1,0.3,Gadus chalcogrammus,Bering Sea pollock
12,2000,1.321,0.733563819,1,0.3,Gadus chalcogrammus,Bering Sea pollock
13,2000,1.418,0.733563819,1,0.3,Gadus chalcogrammus,Bering Sea pollock
14,2000,1.551,0.733563819,1,0.3,Gadus chalcogrammus,Bering Sea pollock
15,2000,1.644,0.733563819,1,0.3,Gadus chalcogrammus,Bering Sea pollock
1,2001,0.006,9.88E-05,0,0.9,Gadus chalcogrammus,Bering Sea pollock
2,2001,0.227,0.006519028,0.008,0.45,Gadus chalcogrammus,Bering Sea pollock
3,2001,0.327,0.058809541,0.29,0.3,Gadus chalcogrammus,Bering Sea pollock
4,2001,0.503,0.242834057,0.64,0.3,Gadus chalcogrammus,Bering Sea pollock
5,2001,0.669,0.686717862,0.84,0.3,Gadus chalcogrammus,Bering Sea pollock
6,2001,0.788,1,0.9,0.3,Gadus chalcogrammus,Bering Sea pollock
7,2001,0.958,0.990730948,0.95,0.3,Gadus chalcogrammus,Bering Sea pollock
8,2001,0.987,0.976988314,0.96,0.3,Gadus chalcogrammus,Bering Sea pollock
9,2001,1.063,0.890663286,0.97,0.3,Gadus chalcogrammus,Bering Sea pollock
10,2001,1.115,0.83339355,1,0.3,Gadus chalcogrammus,Bering Sea pollock
11,2001,1.314,0.83339355,1,0.3,Gadus chalcogrammus,Bering Sea pollock
12,2001,1.435,0.83339355,1,0.3,Gadus chalcogrammus,Bering Sea pollock
13,2001,1.563,0.83339355,1,0.3,Gadus chalcogrammus,Bering Sea pollock
14,2001,1.433,0.83339355,1,0.3,Gadus chalcogrammus,Bering Sea pollock
15,2001,1.645,0.83339355,1,0.3,Gadus chalcogrammus,Bering Sea pollock
1,2002,0.007,8.87E-05,0,0.9,Gadus chalcogrammus,Bering Sea pollock
2,2002,0.231,0.007710792,0.008,0.45,Gadus chalcogrammus,Bering Sea pollock
3,2002,0.386,0.059819882,0.29,0.3,Gadus chalcogrammus,Bering Sea pollock
4,2002,0.509,0.22706498,0.64,0.3,Gadus chalcogrammus,Bering Sea pollock
5,2002,0.666,0.520619739,0.84,0.3,Gadus chalcogrammus,Bering Sea pollock
6,2002,0.795,1,0.9,0.3,Gadus chalcogrammus,Bering Sea pollock
7,2002,0.91,0.995650413,0.95,0.3,Gadus chalcogrammus,Bering Sea pollock
8,2002,1.03,0.98341145,0.96,0.3,Gadus chalcogrammus,Bering Sea pollock
9,2002,1.104,0.887131604,0.97,0.3,Gadus chalcogrammus,Bering Sea pollock
10,2002,1.095,0.753453903,1,0.3,Gadus chalcogrammus,Bering Sea pollock
11,2002,1.288,0.753453903,1,0.3,Gadus chalcogrammus,Bering Sea pollock
12,2002,1.448,0.753453903,1,0.3,Gadus chalcogrammus,Bering Sea pollock
13,2002,1.597,0.753453903,1,0.3,Gadus chalcogrammus,Bering Sea pollock
14,2002,1.343,0.753453903,1,0.3,Gadus chalcogrammus,Bering Sea pollock
15,2002,1.683,0.753453903,1,0.3,Gadus chalcogrammus,Bering Sea pollock
1,2003,0.006,8.23E-05,0,0.9,Gadus chalcogrammus,Bering Sea pollock
2,2003,0.276,0.005478439,0.008,0.45,Gadus chalcogrammus,Bering Sea pollock
3,2003,0.489,0.120246727,0.29,0.3,Gadus chalcogrammus,Bering Sea pollock
4,2003,0.547,0.216965292,0.64,0.3,Gadus chalcogrammus,Bering Sea pollock
5,2003,0.649,0.555959032,0.84,0.3,Gadus chalcogrammus,Bering Sea pollock
6,2003,0.767,0.862500664,0.9,0.3,Gadus chalcogrammus,Bering Sea pollock
7,2003,0.862,1,0.95,0.3,Gadus chalcogrammus,Bering Sea pollock
8,2003,0.953,0.978336155,0.96,0.3,Gadus chalcogrammus,Bering Sea pollock
9,2003,1.081,0.853662853,0.97,0.3,Gadus chalcogrammus,Bering Sea pollock
10,2003,1.2,0.709396516,1,0.3,Gadus chalcogrammus,Bering Sea pollock
11,2003,1.2,0.709396516,1,0.3,Gadus chalcogrammus,Bering Sea pollock
12,2003,1.206,0.709396516,1,0.3,Gadus chalcogrammus,Bering Sea pollock
13,2003,1.361,0.709396516,1,0.3,Gadus chalcogrammus,Bering Sea pollock
14,2003,1.377,0.709396516,1,0.3,Gadus chalcogrammus,Bering Sea pollock
15,2003,1.699,0.709396516,1,0.3,Gadus chalcogrammus,Bering Sea pollock
1,2004,0.007,7.93E-05,0,0.9,Gadus chalcogrammus,Bering Sea pollock
2,2004,0.135,0.004670334,0.008,0.45,Gadus chalcogrammus,Bering Sea pollock
3,2004,0.409,0.060880591,0.29,0.3,Gadus chalcogrammus,Bering Sea pollock
4,2004,0.583,0.459441117,0.64,0.3,Gadus chalcogrammus,Bering Sea pollock
5,2004,0.64,0.563189547,0.84,0.3,Gadus chalcogrammus,Bering Sea pollock
6,2004,0.758,0.763338083,0.9,0.3,Gadus chalcogrammus,Bering Sea pollock
7,2004,0.889,1,0.95,0.3,Gadus chalcogrammus,Bering Sea pollock
8,2004,0.924,0.973613661,0.96,0.3,Gadus chalcogrammus,Bering Sea pollock
9,2004,1.035,0.856825427,0.97,0.3,Gadus chalcogrammus,Bering Sea pollock
10,2004,1.162,0.729174717,1,0.3,Gadus chalcogrammus,Bering Sea pollock
11,2004,1.11,0.729174717,1,0.3,Gadus chalcogrammus,Bering Sea pollock
12,2004,1.16,0.729174717,1,0.3,Gadus chalcogrammus,Bering Sea pollock
13,2004,1.333,0.729174717,1,0.3,Gadus chalcogrammus,Bering Sea pollock
14,2004,1.281,0.729174717,1,0.3,Gadus chalcogrammus,Bering Sea pollock
15,2004,1.213,0.729174717,1,0.3,Gadus chalcogrammus,Bering Sea pollock
1,2005,0.007,7.72E-05,0,0.9,Gadus chalcogrammus,Bering Sea pollock
2,2005,0.283,0.005305065,0.008,0.45,Gadus chalcogrammus,Bering Sea pollock
3,2005,0.346,0.063606432,0.29,0.3,Gadus chalcogrammus,Bering Sea pollock
4,2005,0.508,0.348448856,0.64,0.3,Gadus chalcogrammus,Bering Sea pollock
5,2005,0.642,0.901749614,0.84,0.3,Gadus chalcogrammus,Bering Sea pollock
6,2005,0.741,1,0.9,0.3,Gadus chalcogrammus,Bering Sea pollock
7,2005,0.882,0.932163232,0.95,0.3,Gadus chalcogrammus,Bering Sea pollock
8,2005,0.954,0.867969697,0.96,0.3,Gadus chalcogrammus,Bering Sea pollock
9,2005,1.062,0.81920452,0.97,0.3,Gadus chalcogrammus,Bering Sea pollock
10,2005,1.096,0.71544005,1,0.3,Gadus chalcogrammus,Bering Sea pollock
11,2005,1.225,0.71544005,1,0.3,Gadus chalcogrammus,Bering Sea pollock
12,2005,1.276,0.71544005,1,0.3,Gadus chalcogrammus,Bering Sea pollock
13,2005,1.251,0.71544005,1,0.3,Gadus chalcogrammus,Bering Sea pollock
14,2005,1.174,0.71544005,1,0.3,Gadus chalcogrammus,Bering Sea pollock
15,2005,1.373,0.71544005,1,0.3,Gadus chalcogrammus,Bering Sea pollock
1,2006,0.007,7.50E-05,0,0.9,Gadus chalcogrammus,Bering Sea pollock
2,2006,0.174,0.006375806,0.008,0.45,Gadus chalcogrammus,Bering Sea pollock
3,2006,0.305,0.116437314,0.29,0.3,Gadus chalcogrammus,Bering Sea pollock
4,2006,0.447,0.336488341,0.64,0.3,Gadus chalcogrammus,Bering Sea pollock
5,2006,0.606,0.702051077,0.84,0.3,Gadus chalcogrammus,Bering Sea pollock
6,2006,0.755,1,0.9,0.3,Gadus chalcogrammus,Bering Sea pollock
7,2006,0.853,0.944842988,0.95,0.3,Gadus chalcogrammus,Bering Sea pollock
8,2006,0.952,0.908593565,0.96,0.3,Gadus chalcogrammus,Bering Sea pollock
9,2006,1.065,0.826107569,0.97,0.3,Gadus chalcogrammus,Bering Sea pollock
10,2006,1.114,0.752691727,1,0.3,Gadus chalcogrammus,Bering Sea pollock
11,2006,1.219,0.752691727,1,0.3,Gadus chalcogrammus,Bering Sea pollock
12,2006,1.234,0.752691727,1,0.3,Gadus chalcogrammus,Bering Sea pollock
13,2006,1.282,0.752691727,1,0.3,Gadus chalcogrammus,Bering Sea pollock
14,2006,1.399,0.752691727,1,0.3,Gadus chalcogrammus,Bering Sea pollock
15,2006,1.462,0.752691727,1,0.3,Gadus chalcogrammus,Bering Sea pollock
1,2007,0.007,6.96E-05,0,0.9,Gadus chalcogrammus,Bering Sea pollock
2,2007,0.155,0.006694319,0.008,0.45,Gadus chalcogrammus,Bering Sea pollock
3,2007,0.346,0.112080587,0.29,0.3,Gadus chalcogrammus,Bering Sea pollock
4,2007,0.506,0.330607609,0.64,0.3,Gadus chalcogrammus,Bering Sea pollock
5,2007,0.641,0.677079476,0.84,0.3,Gadus chalcogrammus,Bering Sea pollock
6,2007,0.781,1,0.9,0.3,Gadus chalcogrammus,Bering Sea pollock
7,2007,0.962,0.932443276,0.95,0.3,Gadus chalcogrammus,Bering Sea pollock
8,2007,1.098,0.84568427,0.96,0.3,Gadus chalcogrammus,Bering Sea pollock
9,2007,1.182,0.795799077,0.97,0.3,Gadus chalcogrammus,Bering Sea pollock
10,2007,1.275,0.759684468,1,0.3,Gadus chalcogrammus,Bering Sea pollock
11,2007,1.304,0.759684468,1,0.3,Gadus chalcogrammus,Bering Sea pollock
12,2007,1.477,0.759684468,1,0.3,Gadus chalcogrammus,Bering Sea pollock
13,2007,1.5,0.759684468,1,0.3,Gadus chalcogrammus,Bering Sea pollock
14,2007,1.738,0.759684468,1,0.3,Gadus chalcogrammus,Bering Sea pollock
15,2007,1.52,0.759684468,1,0.3,Gadus chalcogrammus,Bering Sea pollock
1,2008,0.007,6.33E-05,0,0.9,Gadus chalcogrammus,Bering Sea pollock
2,2008,0.208,0.005720723,0.008,0.45,Gadus chalcogrammus,Bering Sea pollock
3,2008,0.33,0.060239318,0.29,0.3,Gadus chalcogrammus,Bering Sea pollock
4,2008,0.52,0.272036314,0.64,0.3,Gadus chalcogrammus,Bering Sea pollock
5,2008,0.652,0.584431294,0.84,0.3,Gadus chalcogrammus,Bering Sea pollock
6,2008,0.774,1,0.9,0.3,Gadus chalcogrammus,Bering Sea pollock
7,2008,0.903,0.943728616,0.95,0.3,Gadus chalcogrammus,Bering Sea pollock
8,2008,1.049,0.883880502,0.96,0.3,Gadus chalcogrammus,Bering Sea pollock
9,2008,1.119,0.847908297,0.97,0.3,Gadus chalcogrammus,Bering Sea pollock
10,2008,1.282,0.786066902,1,0.3,Gadus chalcogrammus,Bering Sea pollock
11,2008,1.421,0.786066902,1,0.3,Gadus chalcogrammus,Bering Sea pollock
12,2008,1.524,0.786066902,1,0.3,Gadus chalcogrammus,Bering Sea pollock
13,2008,1.553,0.786066902,1,0.3,Gadus chalcogrammus,Bering Sea pollock
14,2008,1.921,0.786066902,1,0.3,Gadus chalcogrammus,Bering Sea pollock
15,2008,1.66,0.786066902,1,0.3,Gadus chalcogrammus,Bering Sea pollock
1,2009,0.007,6.76E-05,0,0.9,Gadus chalcogrammus,Bering Sea pollock
2,2009,0.136,0.00452423,0.008,0.45,Gadus chalcogrammus,Bering Sea pollock
3,2009,0.34,0.080727905,0.29,0.3,Gadus chalcogrammus,Bering Sea pollock
4,2009,0.526,0.316825314,0.64,0.3,Gadus chalcogrammus,Bering Sea pollock
5,2009,0.704,0.558594381,0.84,0.3,Gadus chalcogrammus,Bering Sea pollock
6,2009,0.879,0.997865467,0.9,0.3,Gadus chalcogrammus,Bering Sea pollock
7,2009,1.002,1,0.95,0.3,Gadus chalcogrammus,Bering Sea pollock
8,2009,1.125,0.973960136,0.96,0.3,Gadus chalcogrammus,Bering Sea pollock
9,2009,1.399,0.950999481,0.97,0.3,Gadus chalcogrammus,Bering Sea pollock
10,2009,1.49,0.988887447,1,0.3,Gadus chalcogrammus,Bering Sea pollock
11,2009,1.563,0.988887447,1,0.3,Gadus chalcogrammus,Bering Sea pollock
12,2009,1.614,0.988887447,1,0.3,Gadus chalcogrammus,Bering Sea pollock
13,2009,1.814,0.988887447,1,0.3,Gadus chalcogrammus,Bering Sea pollock
14,2009,1.996,0.988887447,1,0.3,Gadus chalcogrammus,Bering Sea pollock
15,2009,2.23,0.988887447,1,0.3,Gadus chalcogrammus,Bering Sea pollock
1,2010,0.05,6.37E-05,0,0.9,Gadus chalcogrammus,Bering Sea pollock
2,2010,0.175,0.004546742,0.008,0.45,Gadus chalcogrammus,Bering Sea pollock
3,2010,0.383,0.039103331,0.29,0.3,Gadus chalcogrammus,Bering Sea pollock
4,2010,0.489,0.464893061,0.64,0.3,Gadus chalcogrammus,Bering Sea pollock
5,2010,0.664,0.623659523,0.84,0.3,Gadus chalcogrammus,Bering Sea pollock
6,2010,0.915,0.741724529,0.9,0.3,Gadus chalcogrammus,Bering Sea pollock
7,2010,1.119,0.863441676,0.95,0.3,Gadus chalcogrammus,Bering Sea pollock
8,2010,1.261,1,0.96,0.3,Gadus chalcogrammus,Bering Sea pollock
9,2010,1.371,0.993160941,0.97,0.3,Gadus chalcogrammus,Bering Sea pollock
10,2010,1.587,0.95266981,1,0.3,Gadus chalcogrammus,Bering Sea pollock
11,2010,1.659,0.95266981,1,0.3,Gadus chalcogrammus,Bering Sea pollock
12,2010,1.924,0.95266981,1,0.3,Gadus chalcogrammus,Bering Sea pollock
13,2010,1.923,0.95266981,1,0.3,Gadus chalcogrammus,Bering Sea pollock
14,2010,2.079,0.95266981,1,0.3,Gadus chalcogrammus,Bering Sea pollock
15,2010,2.316,0.95266981,1,0.3,Gadus chalcogrammus,Bering Sea pollock
1,2011,0.031,6.08E-05,0,0.9,Gadus chalcogrammus,Bering Sea pollock
2,2011,0.205,0.004215105,0.008,0.45,Gadus chalcogrammus,Bering Sea pollock
3,2011,0.29,0.039210323,0.29,0.3,Gadus chalcogrammus,Bering Sea pollock
